aluguel,condominio,iptu,fotos,endereco,description,description_len,features,url
R$ 1.550/mês,R$ 380,,18 fotos,"Jardim Solange, Bauru - SP",,0,"['70m²', '2 quartos', '2 banheiros\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-solange-bairros-bauru-com-garagem-70m2-aluguel-RS1550-id-2516636518/
R$ 1.000/mês,R$ 250,R$ 30,21 fotos,"Vila Maracy, Bauru - SP","Apartamento de 01 dormitório mobiliado ao lado da usc, todo reformado , todas as janelas com persiana, completo em armário, sala, cozinha, banheiro social, área de serviço e 01 vaga de garagem coberta.
venha Fazer uma visita -",37,"['40m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Cozinha', 'Interfone', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-maracy-bairros-bauru-com-garagem-40m2-aluguel-RS1000-id-2510103890/
R$ 5.000/mês,Não informado,,12 fotos,"Vila Santa Tereza, Bauru - SP",,0,"['363m²', '3 quartos', '3 banheiros\n1 suíte', '1 vaga']",https://www.vivareal.com.br/imovel/casa-3-quartos-vila-santa-tereza-bairros-bauru-com-garagem-363m2-aluguel-RS5000-id-2507302015/
R$ 700/mês,R$ 305,R$ 35,12 fotos,"Jardim Panorama, Bauru - SP","Sala, cozinha, 1 dormitório, wc , área de serviço, varanda e 1 vaga de garagem. Completo em armários. agende uma visita. -",22,"['37m²', '1 quarto', '1 banheiro', '1 vaga', 'Cozinha', 'Elevador', 'Interfone', 'Varanda', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-panorama-bairros-bauru-com-garagem-37m2-aluguel-RS700-id-2496311925/
R$ 10.000/mês,R$ 656,R$ 813,15 fotos,"Jardim Shangri La, Bauru - SP","ESPECIFICAÇÕES:
Área Territorial: 3.000 m².
Área Construída: 879 m².

ACOMODAÇÕES INTERNA:
4 Suites, sendo uma master com escritório acoplado.
Lavabo
Sala para dois ambientes, mezanino sobre a sala
Cozinha Integrada, mezanino sobre a cozinha.
Despensa.

ÁREA EXTERNA:
Piscina (reforma em fase de acabamento)
Quiosque (em fase de acabamento)
Espaço gourmet e churrasqueira.
Depósito, barheiro e sauna.
Sala de descanso
Quadra de Tênis.
Salão de jogos 125 m² – c/banheiro.
Espaço p/academia ou afins.
Pomar e canil.

EDÍCULA:
02 Dormitórios e 01 banheiro.
Jardinagem
Vagas cobertas: 3
Vagas descobertas: várias.

Agendar com Nivaldo Whats = .

Mais informações em www.portoimobiliaria.com",74,"['879m²', '4 quartos', '7 banheiros\n4 suítes', '9 vagas', 'Garagem', 'Condomínio fechado']",https://www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-jardim-shangri-la-bairros-bauru-com-garagem-879m2-aluguel-RS10000-id-2520218876/
R$ 10.000/mês,Não informado,,41 fotos,"Jardim América, Bauru - SP","Sobrado para moradia ou Fins Comerciais, muito bem localizado em umas das principais avenidas da cidade. Proprietário Flexível, estuda adaptação para seu negocio comercial.
Piso térreo: Ampla sala, escritório (que pode ser revertido em uma suíte), cozinha, área de serviço (quarto de empregada e banheiro), despensa. Quintal grande com área de lazer (churrasqueira, piscina e casa de boneca).
Piso superior: 3 dormitórios, sendo 1 suíte com closet , banheiro social e sala de tv. -",73,"['480m²', '3 quartos', '5 banheiros\n1 suíte', '5 vagas', 'Churrasqueira', 'Cozinha', 'Piscina', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-america-bairros-bauru-com-garagem-480m2-venda-RS1850000-id-2512856075/
R$ 850/mês,Não informado,,12 fotos,"Jardim Contorno, Bauru - SP",,0,"['49m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-contorno-bairros-bauru-com-garagem-49m2-aluguel-RS850-id-2493956179/
R$ 480/mês,R$ 230,,8 fotos,"Avenida Duque de Caxias, 24-85 - Vila Cardia, Bauru - SP","Excelente apartamento para locação Apartamento contém 1 dormitório Wc social com box e gabinete Cozinha americana com armário e lavanderia
Excelente localização ",22,"['42m²', '1 quarto', '1 banheiro', '1 vaga', 'Cozinha', 'Próximo a transporte público', 'Vigia', 'Recepção']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cardia-bairros-bauru-com-garagem-42m2-aluguel-RS480-id-2506216587/
R$ 850/mês,R$ 220,R$ 66,6 fotos,"Jardim Planalto, Bauru - SP","Ed Aeroporto - Apto no 3º andar, de 2 dormitorios sendo uma suíte - sala com sacada - cozinha com armarios. 1 Vaga coberta, agua e gás inclusos no condominio. Excelente localizaçao - prox ao Bauru Shopping Atualizado em",39,"['60m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-planalto-bairros-bauru-com-garagem-60m2-aluguel-RS850-id-2519561978/
R$ 1.250/mês,R$ 200,R$ 47,23 fotos,"Vila Altinópolis, Bauru - SP","Apartamento Julia I, de 1 dormitório, sala com sacada, piso frio, armários novos, 1 wc, 1 vaga coberta, excelente localização, próximo a supermercados, livraria, farmácias, Bosque da Comunidade e também de acesso fácil para as avenidas Duque e Nações, -",40,"['53m²', '1 quarto', '1 banheiro', '1 vaga', 'Condomínio fechado', 'Interfone']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-altinopolis-bairros-bauru-com-garagem-53m2-aluguel-RS1250-id-2510052021/
R$ 1.750/mês,R$ 394,,10 fotos,"Vila Nova Cidade Universitaria, Bauru - SP",,0,"['67m²', '2 quartos', '2 banheiros\n2 suítes', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-cidade-universitaria-bairros-bauru-com-garagem-67m2-aluguel-RS1750-id-2484634612/
R$ 1.000/mês,R$ 408,R$ 81,17 fotos,"Centro, Bauru - SP",Ed Grantorino - 2 dormitórios! Centro. Atualizado em,8,"['70m²', '2 quartos', '1 banheiro', '1 vaga', 'Interfone']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-bauru-com-garagem-70m2-aluguel-RS1000-id-2520600971/
R$ 2.500/mês,,R$ 218,21 fotos,"Centro, Bauru - SP","Casa residencial ou comercial no centro da cidade
3 dormitórios 1 suite completo em armários
banheiro social
2 salas
cozinha com copa
área de serviço
churrasqueira
quarto de despejo
2 vagas de garagem

agende sua visita -",28,"['276m²', '3 quartos', '3 banheiros\n1 suíte', '2 vagas', 'Cozinha', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-3-quartos-centro-bairros-bauru-com-garagem-276m2-venda-RS700000-id-2497577641/
R$ 8.000/mês,,R$ 300,49 fotos,"Vila Santa Tereza, Bauru - SP","Maravilhosa casa muito bem localizada , entre as avenidas nações unidas e Getúlio Vargas, fácil acesso pra centro e bairros, Casa com 10 dormitórios , 06 suítes,04 salas, 02 copas, 02 cozinhas, 02 áreas de serviço, churrasqueira, 12 vagas de garagem, quintal grande, ótima para transformar em comercial ou ate mesmo grande empresa que queira acomodar seus colaboradores, agende uma visita. -",62,"['350m²', '10 quartos', '7 banheiros\n5 suítes', '12 vagas', 'Lavanderia', 'Interfone', 'Varanda', 'Churrasqueira', 'Depósito']",https://www.vivareal.com.br/imovel/casa-10-quartos-vila-santa-tereza-bairros-bauru-com-garagem-350m2-aluguel-RS8000-id-2491028412/
R$ 1.650/mês,R$ 523,,28 fotos,"Rua Ruy Mendes de Rosis, 1-175 - Jardim Infante Dom Henrique, Bauru - SP","EXCELENTE APARTAMENTO PARA LOCAÇÃO NO SPAZIO SUL 3 dormitórios sendo 1 Suíte,  lavabo, completo em armários, luminárias, box de vidro temperado e acessórios nos banheiros,  2 vagas de garagem e depósito, 
O Spazio Sul Residencial possui portaria 24h, salão de festas, academia, playground, 3 elevadores, lavanderia coletiva equipada no térreo e gerador de energia para emergência.

Localização privilegiada,  ao lado do Bauru Shopping, Big Supermercado,  Drogaria São Paulo, Posto Shell, além de diversas lojas de comércio e serviços.",81,"['92m²', '3 quartos', '3 banheiros\n1 suíte', '2 vagas', 'Cozinha', 'Elevador', 'Garagem', 'Próximo a shopping', 'Próximo a transporte público']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-92m2-aluguel-RS1650-id-2499747712/
R$ 1.400/mês,R$ 444,,15 fotos,"Jardim Aeroporto, Bauru - SP","Apartamento completo em armários, luminárias, box de vidro temperado e acessórios nos banheiros, 2 vagas de garagem e depósito. Condomínio Spazio Sul Residencial possui portaria 24h, salão de festas, academia, playground, 3 elevadores, lavanderia coletiva equipada no térreo e gerador de energia para emergência. Localização privilegiada, ao lado do Bauru Shopping, Walmart Supercenter, Drogaria São Paulo, Banco do Brasil, Posto Shell, além de diversas lojas de comércio e serviços Atualizado em",71,"['92m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aeroporto-bairros-bauru-com-garagem-92m2-aluguel-RS1400-id-2503467430/
R$ 2.100/mês,,R$ 90,11 fotos,"Jardim Panorama, Bauru - SP","Linda casa localizada no Jardim Panorama
3 Dormitórios sendo 1 Suíte, Banheiro Social, Sala Ampla, Cozinha, Lavabo, Área de Serviço, Quintal, 2 Vagas cobertas.
Agende sua visita -",26,"['180m²', '3 quartos', '1 banheiro\n1 suíte', '4 vagas', 'Cozinha', 'Quintal', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-panorama-bairros-bauru-com-garagem-180m2-aluguel-RS2100-id-2524650781/
R$ 900/mês,R$ 280,R$ 35,13 fotos,"Rua Doutor Alípio dos Santos, 530 - Vila Cidade Universitária, Bauru - SP","Apartamento 01 dormitório com armário, cozinha planejada, banheiro completo com box e gabinete e 01 garagem. Fogão , geladeira, mesa, microndas,cama de casal, Tv de 14 polegadas, e  arcondicionado.",30,"['35m²', '1 quarto', '1 banheiro', '1 vaga', 'Garagem', 'Cozinha', 'Vigia', 'Elevador', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cidade-universitaria-bairros-bauru-com-garagem-35m2-aluguel-RS900-id-2491065480/
R$ 800/mês,Não informado,,7 fotos,"Jardim Olímpico, Bauru - SP","Ed Jardim das Osquideas - LINDO APARTAMENTO COM DOIS DORMITÓRIOS, VAGA COBERTA, DETALHES EM GESSO E ILUMINAÇÃO DETALHADA. EXCELENTE OPORTUNIDADE. VALOR DE ALUGUEL JÁ COM CONDOMÍNIO INCLUSO. AGENDE UMA VISITA Atualizado em",32,"['49m²', '2 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Interfone']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-olimpico-bairros-bauru-com-garagem-49m2-aluguel-RS800-id-2517737886/
R$ 1.100/mês,R$ 430,R$ 70,28 fotos e vídeo,"Rua Rodrigo Romeiro, 1045 - Vila Santo Antonio, Bauru - SP","Residencial Caparaó

Apartamento em ótimo estado de conservação, bem ventilado, com 2 dormitórios completos em armários e ventilador, sala ampla, cozinha planejada , banheiro social e vaga coberta de garagem.

Por apenas R$ 1490,00 você poderá morar a 2 min caminhando do bar do Portugues , próximo a USC ,bancos , supermercado TAUSTE, fácil acesso a transporte coletivo, além de próximo a tudo o que você precisa para o dia a dia como de restaurantes , supermercado, padarias, farmácias ,academias , lanchonete, academia, bares e comércios em geral .

Um tamanho ideal para você morar, estudar ou trabalhar na cidade, fácil acesso a universidades e principais locais da cidade.

Venha visitar!!!!",107,"['64m²', '2 quartos', '1 banheiro', '1 vaga', 'Espaço gourmet', 'Salão de festas', 'Condomínio fechado', 'Piscina', 'Churrasqueira']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-santo-antonio-bairros-bauru-com-garagem-64m2-aluguel-RS1100-id-2509811803/
R$ 1.600/mês,R$ 1.100,,6 fotos,"Jardim Estoril IV, Bauru - SP","03 dormitórios sendo 01 suíte com armários embutidos
sala ampla 02 ambientes
varanda
cozinha com armários
copa
área de serviço
banheiro de serviço
02 vagas de garagem
condominio com:
portaria 24hs
salão de festas
área gourmet
piscina
playground",25,"['124m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Garagem', 'Interfone', 'Cozinha', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-estoril-iv-bairros-bauru-com-garagem-124m2-aluguel-RS1600-id-2520119779/
R$ 620/mês,R$ 280,R$ 28,9 fotos,"Jardim Olímpico, Bauru - SP","Apartamento localizado no Jardim Olimpico
2 dormitórios
banheiro
sala
cozinha
área de serviço
1 vaga coberta

agende sua visita
-",12,"['47m²', '2 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Interfone']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-olimpico-bairros-bauru-com-garagem-47m2-aluguel-RS620-id-2520810031/
R$ 750/mês,R$ 210,R$ 48,10 fotos,"Rua Nicolau Assis - Jardim Panorama, Bauru - SP","APARTAMENTO PRÓXIMO DA FACULDADE DE MEDICINA UNI 09. COM 01 DORMITÓRIO COM ARMÁRIO, SALA COM VARANDA, BANHEIRO COMPLETO COZINHA PLANEJADA E 01 GARAGEM.",23,"['38m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Recepção', 'Garagem', 'Varanda', 'Cozinha', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-panorama-bairros-bauru-com-garagem-38m2-aluguel-RS750-id-2481222644/
R$ 950/mês,R$ 368,R$ 45,12 fotos,"Rua Francisco Rodrigues Borges, 3-40 - Vila Maracy, Bauru - SP","EXCELENTE APARTAMENTO, COM 2 DORMITORIOS COMPLETO EM ARMARIOS COZINHA PLANEJADA, SALA COM SACADA GARAGEM COBERTA ,    portaria 24 horas, jardins, churrasqueira, lan house, salão de festas, salão de jogos e fitness cente AGENDESUA VISITA!",37,"['50m²', '2 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Elevador', 'Garagem', 'Próximo a transporte público']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-maracy-bairros-bauru-com-garagem-50m2-aluguel-RS950-id-2516413864/
R$ 800/mês,Não informado,,8 fotos,"Jardim Estrela D'alva, Bauru - SP",,0,"['50m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-estrela-d-alva-bairros-bauru-com-garagem-50m2-aluguel-RS800-id-2515172086/
R$ 2.400/mês,R$ 353,,17 fotos,"Vila Aviação, Bauru - SP",,0,"['75m²', '2 quartos', '2 banheiros\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-aviacao-bairros-bauru-com-garagem-75m2-aluguel-RS2400-id-2525590536/
R$ 2.200/mês,,R$ 125,16 fotos,"Parque Vista Alegre, Bauru - SP","Excelente casa no Parque Vista Alegre, completa em armários com 3 dormitórios sendo uma suíte. Sala ampla. Garagem para 5 carros, portão elétrico e edícula, espaço para churrasqueira com pia. AGENDE UMA VISITA! Atualizado em",35,"['287m²', '3 quartos', '3 banheiros\n1 suíte', '5 vagas', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-3-quartos-parque-vista-alegre-bairros-bauru-com-garagem-287m2-aluguel-RS2200-id-2524555118/
R$ 900/mês,Não informado,,21 fotos,"Rua Alberto Segalla - Jardim Infante Dom Henrique, Bauru - SP",,0,"['50m²', '1 quarto', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-50m2-aluguel-RS900-id-2518673183/
R$ 1.700/mês,R$ 800,,21 fotos,"Jardim Panorama, Bauru - SP",,0,"['110m²', '3 quartos', '3 banheiros\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-panorama-bairros-bauru-com-garagem-110m2-venda-RS550000-id-2507524798/
R$ 600/mês,,R$ 25,10 fotos,"Jardim Bela Vista, Bauru - SP",,0,"['25m²', '1 quarto', '1 banheiro', 'Não informado SOLICITAR']",https://www.vivareal.com.br/imovel/kitnet-1-quartos-jardim-bela-vista-bairros-bauru-25m2-aluguel-RS600-id-2525013403/
R$ 1.720/mês,R$ 380,,24 fotos,"Jardim Terra Branca, Bauru - SP","Apartamento NOVO e moderno, no Edificio Alaska.
*Completo em armários, totalmente climatizado e piso em
porcelanato;
*2 quartos com janelas automatizadas, sendo 1 suíte;
*Sala para 2 ambientes, com varanda Gourmet e blindex;
*Cozinha americana com armários.
*Ampla área de serviço;
*2 banheiros com armários;
*2 vagas de garagem;
A área comum do Edifício oferece:
Churrasqueira;
Espaço Gourmet;
Fitness;
Piscina;
Salão de Festa. -",50,"['72m²', '2 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Interfone', 'Piscina', 'Churrasqueira', 'Cozinha', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-terra-branca-bairros-bauru-com-garagem-72m2-aluguel-RS1720-id-2525198818/
R$ 1.000/mês,R$ 900,,8 fotos,"Rua Amadeu Sangiovani - Vila Mariana, Bauru - SP",,0,"['77m²', '3 quartos', '2 banheiros\n1 suíte', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mariana-bairros-bauru-com-garagem-77m2-aluguel-RS1000-id-2512865574/
R$ 700/mês,R$ 500,R$ 579,9 fotos,"Vila Aviação, Bauru - SP","Excelente localização, na principal Av da cidade, próximo a restaurantes, farmácia, academia, agencia bancaria, diversas lojas comerciais...
O edifício passa por ampla reforma e atualizações da fachada do prédio, fazendo uma atualização na fachada e no interior, trazendo mais funcionalidade e beleza , com isso valorizando o condomínio. -",48,"['90m²', '2 quartos', '1 banheiro\n1 suíte', 'Não informado SOLICITAR', 'Churrasqueira', 'Piscina', 'Varanda']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-aviacao-bairros-bauru-90m2-venda-RS265000-id-2519915080/
R$ 2.600/mês,R$ 400,,2 fotos,"Rua Virgílio Malta - Vila Mesquita, Bauru - SP",,0,"['103m²', '3 quartos', '4 banheiros\n3 suítes', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mesquita-bairros-bauru-com-garagem-103m2-aluguel-RS2600-id-2507809095/
R$ 4.500/mês,Não informado,,10 fotos,"Jardim Estoril IV, Bauru - SP","Residencia assobrada no Jardim Estoril, repleta em armários, contendo 03 suítes, sala de estar, sala de jantar, lavabo, cozinha, área de serviço, churrasquiera, piscina e 03 vagas de garagem.
Venha fazer uma Visita. -",33,"['349m²', '3 quartos', '6 banheiros\n3 suítes', '3 vagas', 'Churrasqueira', 'Cozinha', 'Piscina']",https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-estoril-iv-bairros-bauru-com-garagem-349m2-aluguel-RS4500-id-2522136938/
R$ 750/mês,R$ 219,,8 fotos,"Jardim Panorama, Bauru - SP",,0,"['40m²', '1 quarto', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-panorama-bairros-bauru-com-garagem-40m2-aluguel-RS750-id-2519821068/
R$ 2.000/mês,,R$ 80,14 fotos,"Alto Higienopolis, Bauru - SP",RESIDENCIA PROXIMO CENTRO EMPRESARIAL DAS AMERICAS Atualizado em,8,"['150m²', '3 quartos', '1 banheiro\n1 suíte', '3 vagas', 'Cozinha', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-3-quartos-alto-higienopolis-bairros-bauru-com-garagem-150m2-aluguel-RS2000-id-2522471447/
R$ 1.400/mês,R$ 250,,9 fotos,"Jardim Terra Branca, Bauru - SP","02 dormitórios com armários, cama box
banheiro social com box e gabinete
sala 02 ambientes com sofá, mesa, rack, painel de TV
cozinha completa em armários, fogão, geladeira, microondas
lavanderia
01 vaga de garagem
ótimo condominio contando com:
portaria 24hs
playground
salão de festas
excelente localização, ao lado de mercados como o Confiança, Barração, proximo ainda de escolas, pontos de ônibus e acesso fácil as principais avenidas de Bauru como a Av. Castelo Branco",64,"['47m²', '2 quartos', '1 banheiro', 'Não informado SOLICITAR', 'Mobiliado', 'Garagem', 'Interfone']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-terra-branca-bairros-bauru-47m2-aluguel-RS1400-id-2509309904/
R$ 850/mês,R$ 260,,12 fotos,Bauru - SP,"Edifício Sierra Nevada, Vila Universitária.
Próx. a Av. Nações Unidas, apartamento com 01 suíte com armário, sala, cozinha estilo americana, armário e gabinete, área de serviço e 01 vaga de garagem. -",31,"['45m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Cozinha', 'Elevador', 'Interfone', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-bauru-com-garagem-45m2-aluguel-RS850-id-2457699227/
R$ 710/mês,Não informado,,6 fotos,"Rua Hermínio Pinto, 666 - Vila Silva Pinto, Bauru - SP",,0,"['80m²', '2 quartos', '1 banheiro', '2 vagas']",https://www.vivareal.com.br/imovel/casa-2-quartos-vila-silva-pinto-bairros-bauru-com-garagem-80m2-aluguel-RS710-id-2521892212/
R$ 1.350/mês,R$ 294,,15 fotos,"Vila Santa Izabel , Bauru - SP","Apartamento no Residencial Art Brasil, ótima localização, lazer completo, semi mobiliado, 2 dormitórios sendo 01 suíte, sala de estar com sacada, 2 garagens, portaria 24 horas -",27,"['65m²', '2 quartos', '1 banheiro\n1 suíte', '2 vagas', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-santa-izabel-bairros-bauru-com-garagem-65m2-aluguel-RS1350-id-2522521477/
R$ 600/mês,R$ 290,R$ 30,19 fotos,"Rua Laurestino de Freitas, 6-44 - Jardim Vitória, Bauru - SP","Apartamento no Residencial Parque Dos Sabias II Com 3 Dorm E 70 m, Apartamento, 3 quartos, banheiro, sala, cozinha, área de serviço,gargem coberta, portaria, salão de festas, campo futebol, quiosque equipada com churrasqueira.
Esta lindo, reformado. AGENDE SUA VISITA!!",38,"['70m²', '3 quartos', '1 banheiro', '1 vaga', 'Churrasqueira', 'Cozinha', 'Vigia', 'Salão de festas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-vitoria-bairros-bauru-com-garagem-70m2-aluguel-RS600-id-2519517434/
R$ 660/mês,R$ 220,,11 fotos,"Rua Virgílio Malta, 435 - Centro, Bauru - SP",,0,"['120m²', '3 quartos', '1 banheiro', 'Não informado SOLICITAR']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-bauru-120m2-aluguel-RS660-id-2509094744/
R$ 900/mês,R$ 305,,8 fotos,"Avenida Nações Unidas - Núcleo Residencial Presidente Geisel, Bauru - SP","Apartamento recém reformado na avenida Nações Unidas próximo ao confiança flex e atacadão. 3 quartos, fino acabamento Segundo andar",19,"['70m²', '3 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Varanda', 'Recepção']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-nucleo-residencial-presidente-geisel-bairros-bauru-com-garagem-70m2-aluguel-RS900-id-2512044599/
R$ 1.800/mês,Não informado,,14 fotos,"Vila Falcão, Bauru - SP",,0,"['195m²', '4 quartos', '1 banheiro\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/casa-4-quartos-vila-falcao-bairros-bauru-com-garagem-195m2-aluguel-RS1800-id-2518569102/
R$ 1.100/mês,R$ 300,R$ 10,9 fotos,"Vila Altinópolis, Bauru - SP","Residencial Julia I.
Apartamento novíssimo com dois quartos, sala para dois ambientes com sacada, cozinha, área de serviço, wc social e uma vaga de garagem.
Imóvel completo em armários. -",28,"['53m²', '2 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-altinopolis-bairros-bauru-com-garagem-53m2-aluguel-RS1100-id-2521247390/
R$ 800/mês,R$ 440,,9 fotos,"Jardim Brasil, Bauru - SP",,0,"['47m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-brasil-bairros-bauru-com-garagem-47m2-aluguel-RS800-id-2519457497/
R$ 1.300/mês,R$ 330,R$ 60,10 fotos,"Vila Maracy, Bauru - SP","Villagio Belvedere - Próximo USC -
Dois dormitórios. Sol da manhã. Vaga coberta.
Mobiliado. -",13,"['53m²', '2 quartos', '1 banheiro', '1 vaga', 'Interfone', 'Varanda', 'Churrasqueira', 'Cozinha', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-maracy-bairros-bauru-com-garagem-53m2-venda-RS255000-id-2514202676/
R$ 5.000/mês,R$ 405,,2 fotos,"Residencial Villaggio, Bauru - SP","Residência em condomínio fechado está sendo totalmente reformada, contendo 03 suítes sendo 02 com armários, sala ampla para 02 ambientes com mezanino, cozinha com armário, 02 despensa, área de serviço, área de lazer com churrasqueira, piscina e 04 vagas de garagem. -",42,"['227m²', '3 quartos', '5 banheiros\n3 suítes', '4 vagas', 'Segurança 24h', 'Condomínio fechado', 'Piscina', 'Churrasqueira', 'Quintal']",https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-residencial-villaggio-bairros-bauru-com-garagem-227m2-venda-RS1250000-id-2495087380/
R$ 750/mês,Não informado,,7 fotos,"Jardim Olímpico, Bauru - SP",,0,"['35m²', '3 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-olimpico-bairros-bauru-com-garagem-35m2-aluguel-RS750-id-2509971431/
R$ 3.750/mês,R$ 565,,18 fotos,"Jardim Panorama, Bauru - SP","Apartamento no Supremo mobiliado, repleto em armário, contendo 03 dormitórios com ar condicionado sendo 1 suíte, varanda gourmet com churrasqueira, varanda na suíte, sala 02 ambientes com ar condicionado, 2 vagas de garagem.
Venha Fazer uma Visita. -",37,"['86m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Ar-condicionado', 'Elevador', 'Varanda gourmet', 'Mobiliado']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-panorama-bairros-bauru-com-garagem-86m2-aluguel-RS3750-id-2487643058/
R$ 650/mês,R$ 207,R$ 45,5 fotos,"Rua Aviador Gomes Ribeiro, 2938 - Vila Altinópolis, Bauru - SP","Apartamento de 01 dormitório , sala de visita , banheiro social com box e gabinete, cozinha planejada e o1 garagem. Próximo do Supermercado Tauste e Universidade Unisagrado.",27,"['38m²', '1 quarto', '1 banheiro', '1 vaga', 'Recepção', 'Garagem', 'Cozinha', 'Área de serviço', 'Próximo a shopping']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-altinopolis-bairros-bauru-com-garagem-38m2-aluguel-RS650-id-2517539887/
R$ 1.300/mês,R$ 330,R$ 87,13 fotos,"Jardim Cruzeiro do Sul, Bauru - SP","Ed CastelBello - Lindo apto de 2 dormitorios, sala dois ambietes com sacada, cozinha completa em armarios, sacada ampla com lavanderia, garagem coberta. Condominio com lazer, piscina, churrasqueira, playground, portaria 24hs, salão de festas. Otima localização, prox a Av Duque de Caxias, Supermercado O Dia e Justiça do Trabalho. AGENDE UMA VISITA. Atualizado em",54,"['56m²', '2 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Interfone', 'Piscina']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cruzeiro-do-sul-bairros-bauru-com-garagem-56m2-aluguel-RS1300-id-2519562075/
